id;name;parent_id;id
__export__.klinik_diseases_category_2159_aa0ba553;A69;;__export__.klinik_diseases_category_2159_aa0ba553
__export__.klinik_diseases_category_2160_ef7d2b41;A70;;__export__.klinik_diseases_category_2160_ef7d2b41
__export__.klinik_diseases_category_2161_76d09964;A71;;__export__.klinik_diseases_category_2161_76d09964
__export__.klinik_diseases_category_2162_82029818;A74;;__export__.klinik_diseases_category_2162_82029818
__export__.klinik_diseases_category_2163_4b7f253f;A75;;__export__.klinik_diseases_category_2163_4b7f253f
__export__.klinik_diseases_category_2164_d84b8895;A77;;__export__.klinik_diseases_category_2164_d84b8895
__export__.klinik_diseases_category_2165_2097ea51;A78;;__export__.klinik_diseases_category_2165_2097ea51
__export__.klinik_diseases_category_2166_7e108665;A79;;__export__.klinik_diseases_category_2166_7e108665
__export__.klinik_diseases_category_2167_99d86524;A80;;__export__.klinik_diseases_category_2167_99d86524
__export__.klinik_diseases_category_2168_e4982348;A81;;__export__.klinik_diseases_category_2168_e4982348
__export__.klinik_diseases_category_2169_8803c2b5;A82;;__export__.klinik_diseases_category_2169_8803c2b5
__export__.klinik_diseases_category_2170_8ebdb601;A83;;__export__.klinik_diseases_category_2170_8ebdb601
__export__.klinik_diseases_category_2171_945fd65f;A84;;__export__.klinik_diseases_category_2171_945fd65f
__export__.klinik_diseases_category_2172_e46eaaac;A85;;__export__.klinik_diseases_category_2172_e46eaaac
__export__.klinik_diseases_category_2173_a3e5aafb;A86;;__export__.klinik_diseases_category_2173_a3e5aafb
__export__.klinik_diseases_category_2174_d8358128;A87;;__export__.klinik_diseases_category_2174_d8358128
__export__.klinik_diseases_category_2175_24cd9621;A88;;__export__.klinik_diseases_category_2175_24cd9621
__export__.klinik_diseases_category_2176_b313b6a2;A89;;__export__.klinik_diseases_category_2176_b313b6a2
__export__.klinik_diseases_category_2177_fd100f6b;A90;;__export__.klinik_diseases_category_2177_fd100f6b
__export__.klinik_diseases_category_2178_65561523;A91;;__export__.klinik_diseases_category_2178_65561523
__export__.klinik_diseases_category_2179_6c07c7ea;A92;;__export__.klinik_diseases_category_2179_6c07c7ea
__export__.klinik_diseases_category_2180_a281691d;A93;;__export__.klinik_diseases_category_2180_a281691d
__export__.klinik_diseases_category_2181_cc3bfd93;A94;;__export__.klinik_diseases_category_2181_cc3bfd93
__export__.klinik_diseases_category_2182_6f81b81a;A95;;__export__.klinik_diseases_category_2182_6f81b81a
__export__.klinik_diseases_category_2183_ed36abd0;A96;;__export__.klinik_diseases_category_2183_ed36abd0
__export__.klinik_diseases_category_2184_24a01942;A98;;__export__.klinik_diseases_category_2184_24a01942
__export__.klinik_diseases_category_2185_31d60ce1;A99;;__export__.klinik_diseases_category_2185_31d60ce1
__export__.klinik_diseases_category_2186_2b5ab673;B00;;__export__.klinik_diseases_category_2186_2b5ab673
__export__.klinik_diseases_category_2187_c951c9ff;B01;;__export__.klinik_diseases_category_2187_c951c9ff
__export__.klinik_diseases_category_2188_50db219f;B02;;__export__.klinik_diseases_category_2188_50db219f
__export__.klinik_diseases_category_2189_61b90fdf;B03;;__export__.klinik_diseases_category_2189_61b90fdf
__export__.klinik_diseases_category_2190_e7ff30a7;B04;;__export__.klinik_diseases_category_2190_e7ff30a7
__export__.klinik_diseases_category_2191_98e2790a;B05;;__export__.klinik_diseases_category_2191_98e2790a
__export__.klinik_diseases_category_2192_8d48ea29;B06;;__export__.klinik_diseases_category_2192_8d48ea29
__export__.klinik_diseases_category_2193_4f2089c0;B07;;__export__.klinik_diseases_category_2193_4f2089c0
__export__.klinik_diseases_category_2194_be6ac24e;B08;;__export__.klinik_diseases_category_2194_be6ac24e
__export__.klinik_diseases_category_2195_e9dce399;B09;;__export__.klinik_diseases_category_2195_e9dce399
__export__.klinik_diseases_category_2196_7285189a;B15;;__export__.klinik_diseases_category_2196_7285189a
__export__.klinik_diseases_category_2197_55f1d6dc;B16;;__export__.klinik_diseases_category_2197_55f1d6dc
__export__.klinik_diseases_category_2198_db41d1a9;B17;;__export__.klinik_diseases_category_2198_db41d1a9
__export__.klinik_diseases_category_2199_40783220;B18;;__export__.klinik_diseases_category_2199_40783220
__export__.klinik_diseases_category_2200_2b6198c9;B19;;__export__.klinik_diseases_category_2200_2b6198c9
__export__.klinik_diseases_category_2201_1d5f6594;B20;;__export__.klinik_diseases_category_2201_1d5f6594
__export__.klinik_diseases_category_2202_e6dcb860;B21;;__export__.klinik_diseases_category_2202_e6dcb860
__export__.klinik_diseases_category_2203_3f50bd1f;B22;;__export__.klinik_diseases_category_2203_3f50bd1f
__export__.klinik_diseases_category_2204_356ea353;B23;;__export__.klinik_diseases_category_2204_356ea353
__export__.klinik_diseases_category_2205_ff82e384;B24;;__export__.klinik_diseases_category_2205_ff82e384
__export__.klinik_diseases_category_2206_0c306db8;B25;;__export__.klinik_diseases_category_2206_0c306db8
__export__.klinik_diseases_category_2207_b1084c8a;B26;;__export__.klinik_diseases_category_2207_b1084c8a
__export__.klinik_diseases_category_2208_cb3a991d;B27;;__export__.klinik_diseases_category_2208_cb3a991d
__export__.klinik_diseases_category_2209_3ba949c7;B30;;__export__.klinik_diseases_category_2209_3ba949c7
__export__.klinik_diseases_category_2210_3f74fed0;B33;;__export__.klinik_diseases_category_2210_3f74fed0
__export__.klinik_diseases_category_2211_64c21316;B34;;__export__.klinik_diseases_category_2211_64c21316
__export__.klinik_diseases_category_2212_cf92d3b5;B35;;__export__.klinik_diseases_category_2212_cf92d3b5
__export__.klinik_diseases_category_2213_01588fd1;B36;;__export__.klinik_diseases_category_2213_01588fd1
__export__.klinik_diseases_category_2214_21d77fa0;B37;;__export__.klinik_diseases_category_2214_21d77fa0
__export__.klinik_diseases_category_2215_990553cb;B38;;__export__.klinik_diseases_category_2215_990553cb
__export__.klinik_diseases_category_2216_1d48e643;B39;;__export__.klinik_diseases_category_2216_1d48e643
__export__.klinik_diseases_category_2217_0f277ef9;B40;;__export__.klinik_diseases_category_2217_0f277ef9
__export__.klinik_diseases_category_2218_775ef20f;B41;;__export__.klinik_diseases_category_2218_775ef20f
__export__.klinik_diseases_category_2219_7c78ca23;B42;;__export__.klinik_diseases_category_2219_7c78ca23
__export__.klinik_diseases_category_2220_e07d6e9f;B43;;__export__.klinik_diseases_category_2220_e07d6e9f
__export__.klinik_diseases_category_2221_8e503f4b;B44;;__export__.klinik_diseases_category_2221_8e503f4b
__export__.klinik_diseases_category_2222_b78dad17;B45;;__export__.klinik_diseases_category_2222_b78dad17
__export__.klinik_diseases_category_2223_701ffff2;B46;;__export__.klinik_diseases_category_2223_701ffff2
__export__.klinik_diseases_category_2224_56252a6d;B47;;__export__.klinik_diseases_category_2224_56252a6d
__export__.klinik_diseases_category_2225_31e41779;B48;;__export__.klinik_diseases_category_2225_31e41779
__export__.klinik_diseases_category_2226_76c666c1;B49;;__export__.klinik_diseases_category_2226_76c666c1
__export__.klinik_diseases_category_2227_391670ab;B50;;__export__.klinik_diseases_category_2227_391670ab
__export__.klinik_diseases_category_2228_0d2f12df;B51;;__export__.klinik_diseases_category_2228_0d2f12df
__export__.klinik_diseases_category_2229_d064d8aa;B52;;__export__.klinik_diseases_category_2229_d064d8aa
__export__.klinik_diseases_category_2230_8bd274a6;B53;;__export__.klinik_diseases_category_2230_8bd274a6
__export__.klinik_diseases_category_2231_152a4ba2;B54;;__export__.klinik_diseases_category_2231_152a4ba2
__export__.klinik_diseases_category_2232_aa406430;B55;;__export__.klinik_diseases_category_2232_aa406430
__export__.klinik_diseases_category_2233_dea04c9e;B56;;__export__.klinik_diseases_category_2233_dea04c9e
__export__.klinik_diseases_category_2234_5d8a8057;B57;;__export__.klinik_diseases_category_2234_5d8a8057
__export__.klinik_diseases_category_2235_51d324f8;B58;;__export__.klinik_diseases_category_2235_51d324f8
__export__.klinik_diseases_category_2236_478a2f9d;B59;;__export__.klinik_diseases_category_2236_478a2f9d
__export__.klinik_diseases_category_2237_590d2f9e;B60;;__export__.klinik_diseases_category_2237_590d2f9e
__export__.klinik_diseases_category_2238_9d96352e;B64;;__export__.klinik_diseases_category_2238_9d96352e
__export__.klinik_diseases_category_2239_98c8f9cf;B65;;__export__.klinik_diseases_category_2239_98c8f9cf
__export__.klinik_diseases_category_2240_f58f452c;B66;;__export__.klinik_diseases_category_2240_f58f452c
__export__.klinik_diseases_category_2241_3c523909;B67;;__export__.klinik_diseases_category_2241_3c523909
__export__.klinik_diseases_category_2242_52b98f8d;B68;;__export__.klinik_diseases_category_2242_52b98f8d
__export__.klinik_diseases_category_2243_a2d8a63a;B69;;__export__.klinik_diseases_category_2243_a2d8a63a
__export__.klinik_diseases_category_2244_5c0481d0;B70;;__export__.klinik_diseases_category_2244_5c0481d0
__export__.klinik_diseases_category_2245_dde87ff8;B71;;__export__.klinik_diseases_category_2245_dde87ff8
__export__.klinik_diseases_category_2246_2c9cd6ce;B72;;__export__.klinik_diseases_category_2246_2c9cd6ce
__export__.klinik_diseases_category_2247_65fdd145;B73;;__export__.klinik_diseases_category_2247_65fdd145
__export__.klinik_diseases_category_2248_63387a88;B74;;__export__.klinik_diseases_category_2248_63387a88
__export__.klinik_diseases_category_2249_9c919a70;B75;;__export__.klinik_diseases_category_2249_9c919a70
__export__.klinik_diseases_category_2250_84eb28b5;B76;;__export__.klinik_diseases_category_2250_84eb28b5
__export__.klinik_diseases_category_2251_fb56dfbb;B77;;__export__.klinik_diseases_category_2251_fb56dfbb
__export__.klinik_diseases_category_2252_5d6206cf;B78;;__export__.klinik_diseases_category_2252_5d6206cf
__export__.klinik_diseases_category_2253_eff8a962;B79;;__export__.klinik_diseases_category_2253_eff8a962
__export__.klinik_diseases_category_2254_ef82e0ec;B80;;__export__.klinik_diseases_category_2254_ef82e0ec
__export__.klinik_diseases_category_2255_c555fcc2;B81;;__export__.klinik_diseases_category_2255_c555fcc2
__export__.klinik_diseases_category_2256_20101ff7;B82;;__export__.klinik_diseases_category_2256_20101ff7
__export__.klinik_diseases_category_2257_6667e0d0;B83;;__export__.klinik_diseases_category_2257_6667e0d0
__export__.klinik_diseases_category_2258_f0ceb2ff;B85;;__export__.klinik_diseases_category_2258_f0ceb2ff
__export__.klinik_diseases_category_2259_8f932ad0;B86;;__export__.klinik_diseases_category_2259_8f932ad0
__export__.klinik_diseases_category_2260_4517700a;B87;;__export__.klinik_diseases_category_2260_4517700a
__export__.klinik_diseases_category_2261_873d153d;B88;;__export__.klinik_diseases_category_2261_873d153d
__export__.klinik_diseases_category_2262_3079c2b4;B89;;__export__.klinik_diseases_category_2262_3079c2b4
__export__.klinik_diseases_category_2263_dd0ac4a1;B90;;__export__.klinik_diseases_category_2263_dd0ac4a1
__export__.klinik_diseases_category_2264_18672b8e;B91;;__export__.klinik_diseases_category_2264_18672b8e
__export__.klinik_diseases_category_2265_bedddd7b;B92;;__export__.klinik_diseases_category_2265_bedddd7b
__export__.klinik_diseases_category_2266_32cca1c9;B94;;__export__.klinik_diseases_category_2266_32cca1c9
__export__.klinik_diseases_category_2267_639209e9;B95;;__export__.klinik_diseases_category_2267_639209e9
__export__.klinik_diseases_category_2268_a900c6c3;B96;;__export__.klinik_diseases_category_2268_a900c6c3
__export__.klinik_diseases_category_2269_adc4eed4;B97;;__export__.klinik_diseases_category_2269_adc4eed4
__export__.klinik_diseases_category_2270_50b9d5d3;B98;;__export__.klinik_diseases_category_2270_50b9d5d3
__export__.klinik_diseases_category_2271_f1df6aa4;B99;;__export__.klinik_diseases_category_2271_f1df6aa4
__export__.klinik_diseases_category_2272_60ce2913;C00;;__export__.klinik_diseases_category_2272_60ce2913
__export__.klinik_diseases_category_2273_9f8ea4f1;C01;;__export__.klinik_diseases_category_2273_9f8ea4f1
__export__.klinik_diseases_category_2274_5687fd5a;C02;;__export__.klinik_diseases_category_2274_5687fd5a
__export__.klinik_diseases_category_2275_33f7cc58;C03;;__export__.klinik_diseases_category_2275_33f7cc58
__export__.klinik_diseases_category_2276_e87eb399;C04;;__export__.klinik_diseases_category_2276_e87eb399
__export__.klinik_diseases_category_2277_7d568d77;C05;;__export__.klinik_diseases_category_2277_7d568d77
__export__.klinik_diseases_category_2278_5bcbb5c9;C06;;__export__.klinik_diseases_category_2278_5bcbb5c9
__export__.klinik_diseases_category_2279_c9995966;C07;;__export__.klinik_diseases_category_2279_c9995966
__export__.klinik_diseases_category_2280_2eb012de;C08;;__export__.klinik_diseases_category_2280_2eb012de
__export__.klinik_diseases_category_2281_49fa2b41;C09;;__export__.klinik_diseases_category_2281_49fa2b41
__export__.klinik_diseases_category_2282_9def6c95;C10;;__export__.klinik_diseases_category_2282_9def6c95
__export__.klinik_diseases_category_2283_d61cd0ac;C11;;__export__.klinik_diseases_category_2283_d61cd0ac
__export__.klinik_diseases_category_2284_f3bc6445;C12;;__export__.klinik_diseases_category_2284_f3bc6445
__export__.klinik_diseases_category_2285_c5fcae8d;C13;;__export__.klinik_diseases_category_2285_c5fcae8d
__export__.klinik_diseases_category_2286_d8a9118f;C14;;__export__.klinik_diseases_category_2286_d8a9118f
__export__.klinik_diseases_category_2287_315824f4;C15;;__export__.klinik_diseases_category_2287_315824f4
__export__.klinik_diseases_category_2288_cb97ef92;C16;;__export__.klinik_diseases_category_2288_cb97ef92
__export__.klinik_diseases_category_2289_a4478da1;C17;;__export__.klinik_diseases_category_2289_a4478da1
__export__.klinik_diseases_category_2290_7aea16c5;C18;;__export__.klinik_diseases_category_2290_7aea16c5
__export__.klinik_diseases_category_2291_2d5412a1;C19;;__export__.klinik_diseases_category_2291_2d5412a1
__export__.klinik_diseases_category_2292_87d9a920;C20;;__export__.klinik_diseases_category_2292_87d9a920
__export__.klinik_diseases_category_2293_413528c1;C21;;__export__.klinik_diseases_category_2293_413528c1
__export__.klinik_diseases_category_2294_ecb5c9cb;C22;;__export__.klinik_diseases_category_2294_ecb5c9cb
__export__.klinik_diseases_category_2295_f5cb93ed;C23;;__export__.klinik_diseases_category_2295_f5cb93ed
__export__.klinik_diseases_category_2296_f5021095;C24;;__export__.klinik_diseases_category_2296_f5021095
__export__.klinik_diseases_category_2297_4cea4cc0;C25;;__export__.klinik_diseases_category_2297_4cea4cc0
__export__.klinik_diseases_category_2298_2f8e67e7;C26;;__export__.klinik_diseases_category_2298_2f8e67e7
__export__.klinik_diseases_category_2299_b976621a;C30;;__export__.klinik_diseases_category_2299_b976621a
__export__.klinik_diseases_category_2300_62a596ca;C31;;__export__.klinik_diseases_category_2300_62a596ca
__export__.klinik_diseases_category_2301_6bb44cdc;C32;;__export__.klinik_diseases_category_2301_6bb44cdc
__export__.klinik_diseases_category_2302_d8f87ec5;C33;;__export__.klinik_diseases_category_2302_d8f87ec5
__export__.klinik_diseases_category_2303_7982675e;C34;;__export__.klinik_diseases_category_2303_7982675e
__export__.klinik_diseases_category_2304_a8c4e52e;C37;;__export__.klinik_diseases_category_2304_a8c4e52e
__export__.klinik_diseases_category_2305_dede6401;C38;;__export__.klinik_diseases_category_2305_dede6401
__export__.klinik_diseases_category_2306_0bc48671;C39;;__export__.klinik_diseases_category_2306_0bc48671
__export__.klinik_diseases_category_2307_c83b0e25;C40;;__export__.klinik_diseases_category_2307_c83b0e25
__export__.klinik_diseases_category_2308_386ba420;C41;;__export__.klinik_diseases_category_2308_386ba420
__export__.klinik_diseases_category_2309_2092596b;C43;;__export__.klinik_diseases_category_2309_2092596b
__export__.klinik_diseases_category_2310_b36fbcbb;C44;;__export__.klinik_diseases_category_2310_b36fbcbb
__export__.klinik_diseases_category_2311_6942a7ab;C45;;__export__.klinik_diseases_category_2311_6942a7ab
__export__.klinik_diseases_category_2312_722ba99b;C46;;__export__.klinik_diseases_category_2312_722ba99b
__export__.klinik_diseases_category_2313_5acf540a;C47;;__export__.klinik_diseases_category_2313_5acf540a
__export__.klinik_diseases_category_2314_2b6039a4;C48;;__export__.klinik_diseases_category_2314_2b6039a4
__export__.klinik_diseases_category_2315_fee7f591;C49;;__export__.klinik_diseases_category_2315_fee7f591
__export__.klinik_diseases_category_2316_ca5815ce;C50;;__export__.klinik_diseases_category_2316_ca5815ce
__export__.klinik_diseases_category_2317_1e2e0872;C51;;__export__.klinik_diseases_category_2317_1e2e0872
__export__.klinik_diseases_category_2318_3633ba58;C52;;__export__.klinik_diseases_category_2318_3633ba58
__export__.klinik_diseases_category_2319_b20499cd;C53;;__export__.klinik_diseases_category_2319_b20499cd
__export__.klinik_diseases_category_2320_70a2aff8;C54;;__export__.klinik_diseases_category_2320_70a2aff8
__export__.klinik_diseases_category_2321_6865857e;C55;;__export__.klinik_diseases_category_2321_6865857e
__export__.klinik_diseases_category_2322_32f843c6;C56;;__export__.klinik_diseases_category_2322_32f843c6
__export__.klinik_diseases_category_2323_00831ed8;C57;;__export__.klinik_diseases_category_2323_00831ed8
__export__.klinik_diseases_category_2324_742d2d51;C58;;__export__.klinik_diseases_category_2324_742d2d51
__export__.klinik_diseases_category_2325_a9c5d5e0;C60;;__export__.klinik_diseases_category_2325_a9c5d5e0
__export__.klinik_diseases_category_2326_793b738d;C61;;__export__.klinik_diseases_category_2326_793b738d
__export__.klinik_diseases_category_2327_bf2ec150;C62;;__export__.klinik_diseases_category_2327_bf2ec150
__export__.klinik_diseases_category_2328_1e79cafd;C63;;__export__.klinik_diseases_category_2328_1e79cafd
__export__.klinik_diseases_category_2329_c73ba977;C64;;__export__.klinik_diseases_category_2329_c73ba977
__export__.klinik_diseases_category_2330_fb5f4d94;C65;;__export__.klinik_diseases_category_2330_fb5f4d94
__export__.klinik_diseases_category_2331_3e2cc1a5;C66;;__export__.klinik_diseases_category_2331_3e2cc1a5
__export__.klinik_diseases_category_2332_c2ae3d44;C67;;__export__.klinik_diseases_category_2332_c2ae3d44
__export__.klinik_diseases_category_2333_7712c469;C68;;__export__.klinik_diseases_category_2333_7712c469
__export__.klinik_diseases_category_2334_87f32673;C69;;__export__.klinik_diseases_category_2334_87f32673
__export__.klinik_diseases_category_2335_db56345e;C70;;__export__.klinik_diseases_category_2335_db56345e
__export__.klinik_diseases_category_2336_1403f519;C71;;__export__.klinik_diseases_category_2336_1403f519
__export__.klinik_diseases_category_2337_022406fb;C72;;__export__.klinik_diseases_category_2337_022406fb
__export__.klinik_diseases_category_2338_3eb39f9c;C73;;__export__.klinik_diseases_category_2338_3eb39f9c
__export__.klinik_diseases_category_2339_b760f62c;C74;;__export__.klinik_diseases_category_2339_b760f62c
__export__.klinik_diseases_category_2340_392f7185;C75;;__export__.klinik_diseases_category_2340_392f7185
__export__.klinik_diseases_category_2341_42c8c8c4;C76;;__export__.klinik_diseases_category_2341_42c8c8c4
__export__.klinik_diseases_category_2342_fac360f4;C77;;__export__.klinik_diseases_category_2342_fac360f4
__export__.klinik_diseases_category_2343_4b382e8f;C78;;__export__.klinik_diseases_category_2343_4b382e8f
__export__.klinik_diseases_category_2344_e6cc52c2;C79;;__export__.klinik_diseases_category_2344_e6cc52c2
__export__.klinik_diseases_category_2345_b9ee078f;C80;;__export__.klinik_diseases_category_2345_b9ee078f
__export__.klinik_diseases_category_2346_cb02719b;C81;;__export__.klinik_diseases_category_2346_cb02719b
__export__.klinik_diseases_category_2347_caa13648;C82;;__export__.klinik_diseases_category_2347_caa13648
__export__.klinik_diseases_category_2348_909e63f1;C83;;__export__.klinik_diseases_category_2348_909e63f1
__export__.klinik_diseases_category_2349_c8f01dc4;C84;;__export__.klinik_diseases_category_2349_c8f01dc4
__export__.klinik_diseases_category_2350_1ee78758;C85;;__export__.klinik_diseases_category_2350_1ee78758
__export__.klinik_diseases_category_2351_a1721e49;C86;;__export__.klinik_diseases_category_2351_a1721e49
__export__.klinik_diseases_category_2352_14b9dcb7;C88;;__export__.klinik_diseases_category_2352_14b9dcb7
__export__.klinik_diseases_category_2353_ff26717b;C90;;__export__.klinik_diseases_category_2353_ff26717b
__export__.klinik_diseases_category_2354_d447b84c;C91;;__export__.klinik_diseases_category_2354_d447b84c
__export__.klinik_diseases_category_2355_7cb9dd77;C92;;__export__.klinik_diseases_category_2355_7cb9dd77
__export__.klinik_diseases_category_2356_683c78fe;C93;;__export__.klinik_diseases_category_2356_683c78fe
__export__.klinik_diseases_category_2357_8489f112;C94;;__export__.klinik_diseases_category_2357_8489f112
__export__.klinik_diseases_category_2358_36db2ed7;C95;;__export__.klinik_diseases_category_2358_36db2ed7
__export__.klinik_diseases_category_2359_0cd90dfd;C96;;__export__.klinik_diseases_category_2359_0cd90dfd
__export__.klinik_diseases_category_2360_bd014196;C97;;__export__.klinik_diseases_category_2360_bd014196
__export__.klinik_diseases_category_2361_a9667ec7;CDG;;__export__.klinik_diseases_category_2361_a9667ec7
__export__.klinik_diseases_category_2362_1501283b;D00;;__export__.klinik_diseases_category_2362_1501283b
__export__.klinik_diseases_category_2363_52090cb5;D01;;__export__.klinik_diseases_category_2363_52090cb5
__export__.klinik_diseases_category_2364_5c823032;D02;;__export__.klinik_diseases_category_2364_5c823032
__export__.klinik_diseases_category_2365_fdc81c16;D03;;__export__.klinik_diseases_category_2365_fdc81c16
__export__.klinik_diseases_category_2366_c80161a7;D04;;__export__.klinik_diseases_category_2366_c80161a7
__export__.klinik_diseases_category_2367_4ecf90fb;D05;;__export__.klinik_diseases_category_2367_4ecf90fb
__export__.klinik_diseases_category_2368_0b25951a;D06;;__export__.klinik_diseases_category_2368_0b25951a
__export__.klinik_diseases_category_2369_80f3fb2f;D07;;__export__.klinik_diseases_category_2369_80f3fb2f
__export__.klinik_diseases_category_2370_64e05e89;D09;;__export__.klinik_diseases_category_2370_64e05e89
__export__.klinik_diseases_category_2371_0f4189ec;D10;;__export__.klinik_diseases_category_2371_0f4189ec
__export__.klinik_diseases_category_2372_4bb9fcc5;D11;;__export__.klinik_diseases_category_2372_4bb9fcc5
